from_station_id,to_station_id,line,edge_type,distance_km,base_time_min,transfer_time_min
T06,T05,Tōzai Line,train,1.2,2.8,0
T06,T07,Tōzai Line,train,0.7,2,0
T06,E06,Transfer Channel,transfer,0,0,6
T06,Y13,Transfer Channel,transfer,0,0,6
T06,N10,Transfer Channel,transfer,0,0,6
T07,T06,Tōzai Line,train,0.7,2,0
T07,T08,Tōzai Line,train,1,2.5,0
T07,S05,Transfer Channel,transfer,0,0,6
T07,Z06,Transfer Channel,transfer,0,0,6
T08,T07,Tōzai Line,train,1,2.5,0
T08,T09,Tōzai Line,train,1,2.5,0
T09,T08,Tōzai Line,train,1,2.5,0
T09,T10,Tōzai Line,train,0.8,2.2,0
T10,T09,Tōzai Line,train,0.8,2.2,0
T10,T11,Tōzai Line,train,0.5,1.8,0
T10,G11,Transfer Channel,transfer,0,0,6
T10,A13,Transfer Channel,transfer,0,0,6
T11,T10,Tōzai Line,train,0.5,1.8,0
T11,T12,Tōzai Line,train,1.8,3.7,0
T11,H12,Transfer Channel,transfer,0,0,6
T12,T11,Tōzai Line,train,1.8,3.7,0
T12,T13,Tōzai Line,train,1.1,2.7,0
T12,E15,Transfer Channel,transfer,0,0,6
T13,T12,Tōzai Line,train,1.1,2.7,0
T13,T14,Tōzai Line,train,0.9,2.4,0
T14,T13,Tōzai Line,train,0.9,2.4,0
T14,T15,Tōzai Line,train,1.2,2.8,0
T15,T14,Tōzai Line,train,1.2,2.8,0
T15,T16,Tōzai Line,train,2.7,5.1,0
T16,T15,Tōzai Line,train,2.7,5.1,0
T16,T17,Tōzai Line,train,1.2,2.8,0
T17,T16,Tōzai Line,train,1.2,2.8,0
T17,T18,Tōzai Line,train,1.9,3.8,0
T18,T17,Tōzai Line,train,1.9,3.8,0
T18,T19,Tōzai Line,train,1.2,2.8,0
T19,T18,Tōzai Line,train,1.2,2.8,0
T19,T20,Tōzai Line,train,1.5,3.2,0
T20,T19,Tōzai Line,train,1.5,3.2,0
T20,T21,Tōzai Line,train,1.3,3,0
T21,T20,Tōzai Line,train,1.3,3,0
T21,T22,Tōzai Line,train,2.1,4.2,0
T22,T21,Tōzai Line,train,2.1,4.2,0
T22,T23,Tōzai Line,train,1.9,3.8,0
T23,T22,Tōzai Line,train,1.9,3.8,0
Y01,Y02,Yūrakuchō Line,train,2.2,4.3,0
Y01,F01,Transfer Channel,transfer,0,0,6
Y02,Y01,Yūrakuchō Line,train,2.2,4.3,0
Y02,Y03,Yūrakuchō Line,train,1.4,3.1,0
Y02,F02,Transfer Channel,transfer,0,0,6
Y03,Y02,Yūrakuchō Line,train,1.4,3.1,0
Y03,Y04,Yūrakuchō Line,train,1.8,3.7,0
Y03,F03,Transfer Channel,transfer,0,0,6
Y04,Y03,Yūrakuchō Line,train,1.8,3.7,0
Y04,Y05,Yūrakuchō Line,train,1.4,3.1,0
Y04,F04,Transfer Channel,transfer,0,0,6
Y05,Y04,Yūrakuchō Line,train,1.4,3.1,0
Y05,Y06,Yūrakuchō Line,train,1.5,3.2,0
Y05,F05,Transfer Channel,transfer,0,0,6
Y06,Y05,Yūrakuchō Line,train,1.5,3.2,0
Y06,Y07,Yūrakuchō Line,train,1,2.5,0
Y06,F06,Transfer Channel,transfer,0,0,6
Y07,Y06,Yūrakuchō Line,train,1,2.5,0
Y07,Y08,Yūrakuchō Line,train,1,2.5,0
Y07,F07,Transfer Channel,transfer,0,0,6
Y08,Y07,Yūrakuchō Line,train,1,2.5,0
Y08,Y09,Yūrakuchō Line,train,1.2,2.8,0
Y08,F08,Transfer Channel,transfer,0,0,6
Y09,Y08,Yūrakuchō Line,train,1.2,2.8,0
Y09,Y10,Yūrakuchō Line,train,0.9,2.4,0
Y09,F09,Transfer Channel,transfer,0,0,6
Y10,Y09,Yūrakuchō Line,train,0.9,2.4,0
Y10,Y11,Yūrakuchō Line,train,1.1,2.7,0
Y11,Y10,Yūrakuchō Line,train,1.1,2.7,0
Y11,Y12,Yūrakuchō Line,train,1.3,3,0
Y12,Y11,Yūrakuchō Line,train,1.3,3,0
Y12,Y13,Yūrakuchō Line,train,1.6,3.4,0
Y13,Y12,Yūrakuchō Line,train,1.6,3.4,0
Y13,Y14,Yūrakuchō Line,train,1.1,2.7,0
Y13,E06,Transfer Channel,transfer,0,0,6
Y13,T06,Transfer Channel,transfer,0,0,6
Y13,N10,Transfer Channel,transfer,0,0,6
Y14,Y13,Yūrakuchō Line,train,1.1,2.7,0
Y14,Y15,Yūrakuchō Line,train,0.9,2.4,0
Y14,S04,Transfer Channel,transfer,0,0,6
Y14,N09,Transfer Channel,transfer,0,0,6
Y15,Y14,Yūrakuchō Line,train,0.9,2.4,0
Y15,Y16,Yūrakuchō Line,train,0.9,2.4,0
Y16,Y15,Yūrakuchō Line,train,0.9,2.4,0
Y16,Y17,Yūrakuchō Line,train,0.9,2.4,0
Y16,G05,Transfer Channel,transfer,0,0,6
Y16,M13,Transfer Channel,transfer,0,0,6
Y16,N07,Transfer Channel,transfer,0,0,6
Y16,Z04,Transfer Channel,transfer,0,0,6
Y17,Y16,Yūrakuchō Line,train,0.9,2.4,0
Y17,Y18,Yūrakuchō Line,train,1,2.5,0
Y18,Y17,Yūrakuchō Line,train,1,2.5,0
Y18,Y19,Yūrakuchō Line,train,0.5,1.8,0
Y18,I08,Transfer Channel,transfer,0,0,6
Y18,C09,Transfer Channel,transfer,0,0,6
Y18,H07,Transfer Channel,transfer,0,0,6
Y19,Y18,Yūrakuchō Line,train,0.5,1.8,0
Y19,Y20,Yūrakuchō Line,train,0.7,2,0
Y20,Y19,Yūrakuchō Line,train,0.7,2,0
Y20,Y21,Yūrakuchō Line,train,1.3,3,0
Y21,Y20,Yūrakuchō Line,train,1.3,3,0
Y21,Y22,Yūrakuchō Line,train,1.4,3.1,0
Y21,E16,Transfer Channel,transfer,0,0,6
Y22,Y21,Yūrakuchō Line,train,1.4,3.1,0
Y22,Y23,Yūrakuchō Line,train,1.7,3.5,0
Y23,Y22,Yūrakuchō Line,train,1.7,3.5,0
Y23,Y24,Yūrakuchō Line,train,1.5,3.2,0
Y24,Y23,Yūrakuchō Line,train,1.5,3.2,0
Z01,Z02,Hanzōmon Line,train,1.3,3,0
Z01,F16,Transfer Channel,transfer,0,0,6
Z01,G01,Transfer Channel,transfer,0,0,6
Z02,Z01,Hanzōmon Line,train,1.3,3,0
Z02,Z03,Hanzōmon Line,train,1.4,3.1,0
Z02,C04,Transfer Channel,transfer,0,0,6
Z02,G02,Transfer Channel,transfer,0,0,6
Z03,Z02,Hanzōmon Line,train,1.4,3.1,0
Z03,Z04,Hanzōmon Line,train,1.4,3.1,0
Z03,E24,Transfer Channel,transfer,0,0,6
Z03,G04,Transfer Channel,transfer,0,0,6
Z04,Z03,Hanzōmon Line,train,1.4,3.1,0
Z04,Z05,Hanzōmon Line,train,1,2.5,0
Z04,G05,Transfer Channel,transfer,0,0,6
Z04,M13,Transfer Channel,transfer,0,0,6
Z04,N07,Transfer Channel,transfer,0,0,6
Z04,Y16,Transfer Channel,transfer,0,0,6
Z05,Z04,Hanzōmon Line,train,1,2.5,0
Z05,Z06,Hanzōmon Line,train,1.6,3.4,0
Z06,Z05,Hanzōmon Line,train,1.6,3.4,0
Z06,Z07,Hanzōmon Line,train,0.4,1.6,0
Z06,S05,Transfer Channel,transfer,0,0,6
Z06,T07,Transfer Channel,transfer,0,0,6
Z07,Z06,Hanzōmon Line,train,0.4,1.6,0
Z07,Z08,Hanzōmon Line,train,1.7,3.5,0
Z07,S06,Transfer Channel,transfer,0,0,6
Z07,I10,Transfer Channel,transfer,0,0,6
Z08,Z07,Hanzōmon Line,train,1.7,3.5,0
Z08,Z09,Hanzōmon Line,train,0.7,2,0
Z08,I09,Transfer Channel,transfer,0,0,6
Z08,C11,Transfer Channel,transfer,0,0,6
Z08,M18,Transfer Channel,transfer,0,0,6
Z09,Z08,Hanzōmon Line,train,0.7,2,0
Z09,Z10,Hanzōmon Line,train,1.3,3,0
Z09,G12,Transfer Channel,transfer,0,0,6
Z10,Z09,Hanzōmon Line,train,1.3,3,0
Z10,Z11,Hanzōmon Line,train,1.7,3.5,0
Z11,Z10,Hanzōmon Line,train,1.7,3.5,0
Z11,Z12,Hanzōmon Line,train,1.9,3.8,0
Z11,E14,Transfer Channel,transfer,0,0,6
Z12,Z11,Hanzōmon Line,train,1.9,3.8,0
Z12,Z13,Hanzōmon Line,train,1,2.5,0
Z12,S13,Transfer Channel,transfer,0,0,6
Z13,Z12,Hanzōmon Line,train,1,2.5,0
Z13,Z14,Hanzōmon Line,train,1.4,3.1,0
Z14,Z13,Hanzōmon Line,train,1.4,3.1,0
Z14,A20,Transfer Channel,transfer,0,0,6
